customer_id,customer_name,gender,birth_date,city
C0606,Ogi,M,1967-01-31,Denpasar
C0607,Desi,F,1989-03-07,Palembang
C0608,Sari,F,1972-10-20,Surabaya
C0609,Agus,M,1985-10-02,Tangerang
C0610,Made,M,1978-09-29,Makassar
C0611,Doni,M,1995-05-06,Batam
C0612,Jamal,M,1999-02-16,Bekasi
C0613,Andi,M,1973-05-20,Pontianak
C0614,Zaki,M,1972-10-06,Balikpapan
C0615,Fitri,F,1998-03-05,Pekanbaru
C0616,Okta,F,1968-08-25,Medan
C0617,Hana,F,1992-10-17,Balikpapan
C0618,Tari,F,1968-05-08,Jakarta
C0619,Putri,F,1985-06-20,Palembang
C0620,Toni,M,1998-05-28,Yogyakarta
C0621,Fanny,F,1974-09-16,Bandung
C0622,Priska,F,1964-04-11,Makassar
C0623,Jaka,M,1974-07-07,Tangerang
C0624,Sandi,M,1977-03-16,Tangerang
C0625,Okta,F,1974-10-14,Bekasi
C0626,Sandi,M,1989-04-27,Malang
C0627,Eko,M,1989-12-15,Medan
C0628,Ratna,F,1967-03-01,Yogyakarta
C0629,Susan,F,1965-04-07,Bekasi
C0630,Mira,F,1969-11-27,Tangerang
C0631,Jaka,M,1966-11-14,Balikpapan
C0632,Zahira,F,1991-06-27,Banjarmasin
C0633,Hesti,F,1995-12-22,Palembang
C0634,Fandi,M,1993-11-08,Manado
C0635,Miko,M,1980-01-15,Pekanbaru
C0636,Bunga,F,1985-04-22,Medan
C0637,Ogi,M,2000-07-01,Pekanbaru
C0638,Pandu,M,1984-01-27,Semarang
C0639,Yusuf,M,1998-04-30,Pekanbaru
C0640,Erna,F,1990-07-07,Palembang
C0641,Citra,F,2000-04-27,Pekanbaru
C0642,Ani,F,1980-05-04,Semarang
C0643,Clara,F,1985-04-18,Surabaya
C0644,Reni,F,1996-03-12,Bekasi
C0645,Doni,M,1971-06-01,Jakarta
C0646,Rama,M,1963-04-11,Surabaya
C0647,Ulfa,F,1991-06-02,Bandung
C0648,Fajar,M,1981-03-05,Surabaya
C0649,Zahira,F,1968-01-27,Semarang
C0650,Vera,F,1999-12-25,Yogyakarta
C0651,Wulan,F,1976-11-06,Bandung
C0652,Agus,M,1998-08-03,Malang
C0653,Made,M,1984-02-06,Yogyakarta
C0654,Ilham,M,1969-12-27,Jakarta
C0655,Wahyu,M,1980-10-07,Banjarmasin
C0656,Hesti,F,1977-01-05,Tangerang
C0657,Ivan,M,1975-07-12,Semarang
C0658,Julia,F,1999-04-05,Medan
C0659,Dimas,M,1978-10-21,Manado
C0660,Rizky,M,1969-03-30,Bandung
C0661,Surya,M,1961-07-04,Balikpapan
C0662,Rizky,M,1993-03-21,Surabaya
C0663,Bella,F,1970-07-06,Banjarmasin
C0664,Eko,M,1966-04-14,Pekanbaru
C0665,Lina,F,1996-08-04,Pontianak
C0666,Jasmin,F,1986-10-27,Bogor
C0667,Wahyu,M,1999-04-22,Semarang
C0668,Ferry,M,1973-06-24,Depok
C0669,Ogi,M,1986-07-16,Makassar
C0670,Intan,F,1982-03-26,Surabaya
C0671,Olivia,F,1990-02-11,Yogyakarta
C0672,Susan,F,1978-09-04,Denpasar
C0673,Wahyu,M,1976-11-19,Makassar
C0674,Maya,F,1998-02-05,Tangerang
C0675,Tari,F,1966-06-23,Balikpapan
C0676,Ogi,M,1978-07-06,Denpasar
C0677,Candra,M,1970-11-22,Depok
C0678,Zaki,M,1989-01-03,Bandung
C0679,Vera,F,1964-02-23,Banjarmasin
C0680,Eko,M,1972-01-16,Yogyakarta
C0681,Fajar,M,1968-06-09,Pontianak
C0682,Jaka,M,1969-05-15,Bogor
C0683,Siti,F,1969-07-02,Palembang
C0684,Jamal,M,1993-11-01,Batam
C0685,Galih,M,1987-02-10,Palembang
C0686,Maya,F,1984-10-06,Bogor
C0687,Wulan,F,1980-11-30,Banjarmasin
C0688,Ratna,F,1971-09-25,Malang
C0689,Clara,F,1964-06-03,Batam
C0690,Kartika,F,1976-08-17,Bogor
C0691,Rina,F,1985-03-26,Tangerang
C0692,Budi,M,1971-09-12,Banjarmasin
C0693,Putri,F,1966-11-02,Palembang
C0694,Lina,F,1977-01-14,Pontianak
C0695,Krisna,M,1984-09-12,Bogor
C0696,Elsa,F,1992-06-15,Batam
C0697,Hana,F,1992-11-13,Malang
C0698,Joko,M,1992-04-23,Banjarmasin
C0699,Indah,F,1999-11-23,Banjarmasin
C0700,Miko,M,1961-07-08,Bandung
C0701,Andi,M,1978-07-01,Semarang
C0702,Fajar,M,1991-09-21,Semarang
C0703,Oscar,M,1982-09-07,Balikpapan
C0704,Ani,F,1987-09-18,Manado
C0705,Priska,F,1981-11-19,Jakarta
C0706,Nanang,M,1984-09-29,Denpasar
C0707,Budi,M,1983-09-30,Depok
C0708,Dewi,F,1982-07-12,Denpasar
C0709,Hendra,M,1964-04-27,Pekanbaru
C0710,Rizky,M,1968-08-10,Manado
C0711,Ulfa,F,1971-12-28,Yogyakarta
C0712,Bayu,M,1978-03-19,Balikpapan
C0713,Galih,M,1970-02-17,Bekasi
C0714,Agus,M,1998-07-01,Surabaya
C0715,Doni,M,1977-01-04,Yogyakarta
C0716,Ani,F,1988-07-24,Jakarta
C0717,Guntur,M,1982-06-03,Denpasar
C0718,Jasmin,F,1998-06-26,Medan
C0719,Putu,M,1969-06-25,Pontianak
C0720,Okta,F,1962-02-01,Bandung
C0721,Hesti,F,1985-04-11,Surabaya
C0722,Yusuf,M,1960-09-13,Palembang
C0723,Hafiz,M,1996-10-27,Yogyakarta
C0724,Wahyu,M,1967-04-15,Pontianak
C0725,Pandu,M,1997-06-09,Yogyakarta
C0726,Wulan,F,1993-11-22,Semarang
C0727,Luki,M,1993-06-09,Malang
C0728,Hendra,M,1979-08-10,Tangerang
C0729,Zaki,M,1987-02-23,Manado
C0730,Sari,F,1961-04-30,Depok
C0731,Elsa,F,1970-03-26,Malang
C0732,Ayu,F,1968-05-01,Pontianak
C0733,Citra,F,1994-08-21,Manado
C0734,Maya,F,1991-12-27,Bandung
C0735,Tegar,M,1966-12-01,Yogyakarta
C0736,Jamal,M,1977-06-23,Bogor
C0737,Dian,F,1964-02-08,Jakarta
C0738,Bella,F,1976-02-22,Depok
C0739,Joko,M,1963-12-01,Makassar
C0740,Bella,F,1984-12-25,Banjarmasin
C0741,Dian,F,1961-03-06,Bandung
C0742,Intan,F,1964-03-04,Manado
C0743,Wulan,F,1960-07-21,Bekasi
C0744,Wulan,F,1994-12-13,Bandung
C0745,Pandu,M,1983-05-17,Makassar
C0746,Hana,F,1966-03-24,Depok
C0747,Okta,F,1982-02-13,Semarang
C0748,Lukman,M,1979-07-01,Depok
C0749,Ratna,F,1981-09-20,Bandung
C0750,Nita,F,1971-01-23,Batam
C0751,Ivan,M,1964-10-18,Semarang
C0752,Siti,F,1977-10-01,Bogor
C0753,Tika,F,1979-09-30,Bogor
C0754,Olivia,F,1986-08-30,Semarang
C0755,Sari,F,1987-01-22,Palembang
C0756,Sari,F,1967-12-20,Yogyakarta
C0757,Putri,F,1992-12-18,Batam
C0758,Yusuf,M,1976-11-13,Depok
C0759,Vera,F,1965-02-08,Pontianak
C0760,Rama,M,1984-06-22,Makassar
C0761,Ilham,M,1980-09-15,Palembang
C0762,Putri,F,1997-04-15,Bandung
C0763,Reni,F,1982-05-25,Semarang
C0764,Maya,F,1971-05-02,Semarang
C0765,Wulan,F,1963-04-26,Balikpapan
C0766,Kirana,F,1977-12-23,Banjarmasin
C0767,Hesti,F,1961-08-25,Malang
C0768,Hendra,M,1994-06-29,Tangerang
C0769,Hana,F,1989-01-08,Manado
C0770,Pandu,M,1988-12-07,Yogyakarta
C0771,Ayu,F,1964-10-01,Jakarta
C0772,Sandi,M,1969-12-16,Pekanbaru
C0773,Haris,M,1976-10-12,Yogyakarta
C0774,Reni,F,1986-05-27,Pekanbaru
C0775,Arif,M,1961-02-06,Batam
C0776,Umar,M,1978-08-29,Bandung
C0777,Ilham,M,1966-05-10,Malang
C0778,Tika,F,1980-06-04,Palembang
C0779,Ulfa,F,1981-05-11,Medan
C0780,Unik,F,1991-04-03,Balikpapan
C0781,Bunga,F,1973-06-20,Surabaya
C0782,Budi,M,1998-02-02,Bogor
C0783,Fandi,M,1995-11-21,Makassar
C0784,Miko,M,1967-10-29,Banjarmasin
C0785,Zaki,M,1985-02-10,Denpasar
C0786,Lina,F,1995-10-14,Yogyakarta
C0787,Made,M,1988-09-23,Denpasar
C0788,Dewi,F,1993-01-28,Manado
C0789,Haris,M,1986-07-25,Denpasar
C0790,Siti,F,1991-08-12,Palembang
C0791,Tegar,M,1993-09-30,Bandung
C0792,Nanang,M,1968-05-21,Malang
C0793,Julia,F,1980-07-10,Medan
C0794,Priska,F,1998-09-11,Batam
C0795,Laras,F,1977-06-07,Manado
C0796,Kirana,F,1965-02-14,Malang
C0797,Clara,F,1987-09-10,Makassar
C0798,Mira,F,1986-06-22,Bandung
C0799,Yusuf,M,1965-04-15,Tangerang
C0800,Erna,F,1968-03-18,Malang
C0801,Luki,M,1977-06-04,Denpasar
C0802,Pandu,M,1977-03-18,Denpasar
C0803,Krisna,M,1988-07-04,Banjarmasin
C0804,Ogi,M,1967-06-26,Batam
C0805,Fitri,F,1968-05-23,Bogor
C0806,Mira,F,1962-05-28,Malang
C0807,Krisna,M,1966-02-14,Palembang
C0808,Intan,F,1982-09-03,Batam
C0809,Reni,F,1982-01-21,Denpasar
C0810,Elsa,F,1967-07-03,Bandung
C0811,Putu,M,1973-02-06,Surabaya
C0812,Lina,F,1984-02-12,Bekasi
C0813,Ivan,M,1985-05-16,Batam
C0814,Pandu,M,1965-02-14,Depok
C0815,Hesti,F,1996-11-24,Surabaya
C0816,Hesti,F,1969-10-20,Denpasar
C0817,Jamal,M,1997-03-26,Tangerang
C0818,Rina,F,1980-03-04,Depok
C0819,Citra,F,1979-09-11,Medan
C0820,Oscar,M,1996-05-13,Pontianak
C0821,Tari,F,1987-05-17,Denpasar
C0822,Toni,M,1966-03-31,Palembang
C0823,Eko,M,1985-07-28,Malang
C0824,Laras,F,1984-03-02,Makassar
C0825,Tari,F,1973-02-15,Bekasi
C0826,Fanny,F,2000-05-18,Medan
C0827,Ferry,M,1962-08-29,Depok
C0828,Galih,M,1998-11-06,Semarang
C0829,Kevin,M,1991-11-29,Bogor
C0830,Fandi,M,1977-08-13,Batam
C0831,Pandu,M,1988-05-14,Depok
C0832,Wulan,F,1980-04-10,Bandung
C0833,Doni,M,1983-02-16,Depok
C0834,Clara,F,1981-11-22,Bogor
C0835,Ilham,M,1964-03-06,Balikpapan
C0836,Bunga,F,1995-09-10,Banjarmasin
C0837,Kartika,F,1979-04-10,Palembang
C0838,Okta,F,1974-06-25,Bekasi
C0839,Intan,F,1985-12-03,Semarang
C0840,Tika,F,2000-02-09,Surabaya
C0841,Hendra,M,1988-02-02,Balikpapan
C0842,Irwan,M,1998-06-21,Makassar
C0843,Clara,F,1960-01-12,Denpasar
C0844,Galih,M,2000-10-16,Semarang
C0845,Hana,F,1999-03-23,Depok
C0846,Agus,M,1976-03-02,Depok
C0847,Bayu,M,1989-10-22,Makassar
C0848,Doni,M,1988-01-23,Bekasi
C0849,Gilang,M,1989-05-27,Bandung
C0850,Andi,M,1969-07-28,Batam
C0851,Joko,M,1986-08-18,Tangerang
C0852,Siti,F,1960-05-12,Bogor
C0853,Gilang,M,1991-02-18,Semarang
C0854,Bunga,F,1970-04-09,Yogyakarta
C0855,Ilham,M,1996-02-25,Medan
C0856,Yusuf,M,1976-06-27,Bekasi
C0857,Candra,M,1994-09-11,Semarang
C0858,Fajar,M,1983-10-18,Pontianak
C0859,Toni,M,1989-02-26,Makassar
C0860,Ulfa,F,1992-05-28,Palembang
C0861,Ferry,M,1987-08-20,Balikpapan
C0862,Guntur,M,2000-03-20,Medan
C0863,Irwan,M,1986-06-12,Yogyakarta
C0864,Ayu,F,1974-02-08,Semarang
C0865,Tegar,M,1988-11-30,Bandung
C0866,Ogi,M,1986-12-16,Manado
C0867,Susan,F,1961-03-15,Bekasi
C0868,Miko,M,1987-03-23,Pekanbaru
C0869,Jamal,M,1977-07-28,Bekasi
C0870,Rizky,M,1982-03-14,Yogyakarta
C0871,Rizky,M,1982-05-30,Manado
C0872,Miko,M,1999-11-12,Jakarta
C0873,Sari,F,1965-12-02,Yogyakarta
C0874,Vera,F,1984-07-04,Makassar
C0875,Bunga,F,1960-09-30,Pontianak
C0876,Andi,M,1971-10-05,Palembang
C0877,Eko,M,1995-05-28,Yogyakarta
C0878,Novia,F,1991-12-19,Pekanbaru
C0879,Ayu,F,1991-06-25,Yogyakarta
C0880,Rian,M,1984-01-26,Banjarmasin
C0881,Tegar,M,1963-10-01,Bekasi
C0882,Luki,M,1969-02-11,Semarang
C0883,Yanti,F,1986-04-22,Bandung
C0884,Susan,F,1979-08-16,Tangerang
C0885,Rizky,M,1963-11-13,Denpasar
C0886,Ivan,M,1987-06-19,Manado
C0887,Wahyu,M,1989-11-17,Makassar
C0888,Andi,M,1991-10-03,Semarang
C0889,Lukman,M,1982-04-08,Malang
C0890,Hana,F,1976-09-05,Semarang
C0891,Unik,F,1999-10-06,Medan
C0892,Zaki,M,1996-03-15,Denpasar
C0893,Grace,F,1962-11-12,Depok
C0894,Krisna,M,1980-06-01,Pekanbaru
C0895,Ani,F,1982-05-30,Pontianak
C0896,Bayu,M,1967-01-21,Depok
C0897,Pandu,M,1990-03-28,Medan
C0898,Jamal,M,1982-10-28,Jakarta
C0899,Andi,M,1970-12-20,Surabaya
C0900,Vera,F,1977-03-06,Semarang
C0901,Dedi,M,1984-10-19,Denpasar
C0902,Yusuf,M,1971-02-19,Denpasar
C0903,Okta,F,1997-01-19,Bandung
C0904,Erna,F,1982-07-09,Surabaya
C0905,Putu,M,1996-01-30,Pekanbaru
C0906,Doni,M,1963-02-03,Balikpapan
C0907,Ratna,F,1974-09-06,Bandung
C0908,Siti,F,1976-07-19,Palembang
C0909,Jasmin,F,1995-03-11,Bekasi
C0910,Ivan,M,1976-07-08,Pontianak
C0911,Julia,F,1992-11-08,Banjarmasin
C0912,Kevin,M,1960-04-14,Denpasar
C0913,Putu,M,1984-04-16,Malang
C0914,Zaki,M,1960-01-24,Yogyakarta
C0915,Dian,F,1969-03-15,Pekanbaru
C0916,Ferry,M,1982-01-26,Surabaya
C0917,Hafiz,M,1972-07-20,Bandung
C0918,Putu,M,2000-04-01,Pekanbaru
C0919,Susan,F,2000-03-04,Malang
C0920,Vina,F,1963-10-23,Pontianak
C0921,Luki,M,1965-12-27,Yogyakarta
C0922,Rama,M,1985-06-21,Surabaya
C0923,Priska,F,1965-11-11,Tangerang
C0924,Nita,F,1998-03-03,Bogor
C0925,Susan,F,1997-04-25,Bogor
C0926,Bella,F,1972-03-13,Tangerang
C0927,Nanda,M,1966-02-08,Pontianak
C0928,Kevin,M,1964-09-27,Makassar
C0929,Clara,F,1974-02-01,Denpasar
C0930,Nanang,M,1976-01-27,Palembang
C0931,Ratna,F,1980-10-13,Depok
C0932,Guntur,M,1967-01-26,Bekasi
C0933,Oscar,M,1997-06-30,Bogor
C0934,Guntur,M,1991-11-25,Tangerang
C0935,Yanti,F,1983-01-12,Surabaya
C0936,Nita,F,1996-10-14,Makassar
C0937,Doni,M,1998-05-02,Balikpapan
C0938,Hendra,M,1980-09-22,Medan
C0939,Irwan,M,1960-07-14,Surabaya
C0940,Joko,M,1968-11-20,Yogyakarta
C0941,Reni,F,1988-04-09,Bandung
C0942,Bunga,F,1960-12-23,Bandung
C0943,Agus,M,1979-11-22,Semarang
C0944,Zaki,M,1965-06-30,Surabaya
C0945,Ani,F,1967-07-15,Pontianak
C0946,Unik,F,1977-09-19,Batam
C0947,Candra,M,1990-08-24,Denpasar
C0948,Arif,M,1969-08-18,Makassar
C0949,Okta,F,1980-01-03,Semarang
C0950,Toni,M,1987-10-10,Manado
C0951,Agus,M,1973-03-28,Batam
C0952,Intan,F,1981-06-27,Surabaya
C0953,Tegar,M,1977-03-07,Semarang
C0954,Julia,F,1988-10-29,Pekanbaru
C0955,Rian,M,1995-12-25,Banjarmasin
C0956,Candra,M,1995-01-27,Malang
C0957,Hesti,F,1995-01-20,Batam
C0958,Jasmin,F,1982-07-15,Bogor
C0959,Okta,F,1968-01-25,Jakarta
C0960,Laras,F,1969-10-28,Jakarta
C0961,Ani,F,1996-04-09,Batam
C0962,Kirana,F,1970-06-10,Makassar
C0963,Rizky,M,1989-06-19,Tangerang
C0964,Hesti,F,1996-08-13,Surabaya
C0965,Pandu,M,1997-12-21,Yogyakarta
C0966,Indah,F,1967-11-25,Tangerang
C0967,Vina,F,1991-04-17,Malang
C0968,Hafiz,M,1991-06-04,Malang
C0969,Pandu,M,1968-06-11,Batam
C0970,Indah,F,1981-12-31,Surabaya
C0971,Eko,M,1970-06-08,Manado
C0972,Budi,M,1983-08-13,Batam
C0973,Zaki,M,1987-07-19,Palembang
C0974,Zaki,M,1992-02-28,Makassar
C0975,Ani,F,1960-12-25,Semarang
C0976,Irwan,M,1997-12-20,Pekanbaru
C0977,Bunga,F,1976-10-03,Yogyakarta
C0978,Zaki,M,1973-07-15,Bogor
C0979,Lukman,M,1992-11-06,Denpasar
C0980,Olivia,F,1974-03-26,Makassar
C0981,Lina,F,1989-11-08,Pontianak
C0982,Candra,M,1973-10-05,Bekasi
C0983,Made,M,1992-09-10,Jakarta
C0984,Jasmin,F,1961-06-14,Makassar
C0985,Mira,F,1969-11-28,Pontianak
C0986,Krisna,M,1966-04-23,Bogor
C0987,Rizky,M,1975-07-23,Bogor
C0988,Rian,M,1999-09-18,Bandung
C0989,Bella,F,1960-07-05,Depok
C0990,Rizky,M,1991-02-03,Bandung
C0991,Nita,F,1995-04-21,Medan
C0992,Eko,M,1977-04-24,Balikpapan
C0993,Hana,F,1999-09-05,Denpasar
C0994,Wulan,F,1975-10-03,Banjarmasin
C0995,Dian,F,1997-03-06,Batam
C0996,Lukman,M,1980-03-29,Bandung
C0997,Umar,M,1960-11-24,Bogor
C0998,Dian,F,1963-04-30,Bogor
C0999,Candra,M,1967-03-21,Bandung
C1000,Zaki,M,1986-08-24,Manado
